Active Epicor Part,part_number,title,manufacturer,type,category,subcategory,short_description,long_description,features,upc,height,width,length,weight,instructions,warranty,Image,Data Sheet,Brochure,"If individual part, price available?",NOTES: CS DEPT
Yes,3HR-4-049-1-PW,3 BEND 4' H/R W/1' EXT PWDR COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-1-PW -  - 3 BEND 4' H/R W/1' EXT PWDR COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in white. ",8.40671E+11,"2""","42""","72""",17 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-1-TP,3 BEND 4' H/R W/1' EXT PWDR COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-1-TP -  - 3 BEND 4' H/R W/1' EXT PWDR COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in taupe. ",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-1-VG,3 BEND 4' H/R W/1' EXT VINYL COAT GRAY-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-1-VG -  - 3 BEND 4' H/R W/1' EXT VINYL COAT GRAY-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Gray",8.40671E+11,"2""","42""","72""",18 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-1-VT,3 BEND 4' H/R W/1' EXT VINYL COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-1-VT -  - 3 BEND 4' H/R W/1' EXT VINYL COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Taupe",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-1-VW,3 BEND 4' H/R W/1' EXT VINYL COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-1-VW -  - 3 BEND 4' H/R W/1' EXT VINYL COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in white",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-2,3 BEND 4' H/R (.049) W/1' EXT ON BOTH ENDS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-2 -  - 3 BEND 4' H/R (.049) W/1' EXT ON BOTH ENDS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. ",8.40671E+11,"4""","36""","52""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-MG,3 BEND 4' H/R (.049) (MARINE GRADE),S.R. Smith,Deck Accessories,Rails,,3HR-4-049-MG -  - 3 BEND 4' H/R (.049) (MARINE GRADE),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","60""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-PW,3 BEND 4' H/R (.049) PWDR COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-PW -  - 3 BEND 4' H/R (.049) PWDR COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in white. ",8.40671E+11,"2""","42""","60""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-TP,3 BEND 4' H/R (.049) PWDR COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-TP -  - 3 BEND 4' H/R (.049) PWDR COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in taupe. ",8.40671E+11,"2""","42""","60""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-VG,3 BEND 4' H/R (.049) VINYL COAT GRAY-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-VG -  - 3 BEND 4' H/R (.049) VINYL COAT GRAY-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Gray ",8.40671E+11,"2""","42""","60""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-VT,3 BEND 4' H/R (.049) VINYL COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-VT -  - 3 BEND 4' H/R (.049) VINYL COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Taupe.",8.40671E+11,"2""","42""","60""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-049-VW,3 BEND 4' H/R (.049) VINYL COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-4-049-VW -  - 3 BEND 4' H/R (.049) VINYL COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in White.",8.40671E+11,"2""","42""","60""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-065,3 BEND 4' H/R (.065),S.R. Smith,Deck Accessories,Rails,,3HR-4-065 -  - 3 BEND 4' H/R (.065),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","60""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-065-1,3 BEND 4' H/R W/1' EXT,S.R. Smith,Deck Accessories,Rails,,3HR-4-065-1 -  - 3 BEND 4' H/R W/1' EXT,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-065-3,"3 BEND 4' H/R W/ 12"" DECK EXT",S.R. Smith,Deck Accessories,Rails,,"3HR-4-065-3 -  - 3 BEND 4' H/R W/ 12"" DECK EXT","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"4""","36""","52""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4-065-MG,3 BEND 4' H/R (.065) (MARINE GRADE),S.R. Smith,Deck Accessories,Rails,,3HR-4-065-MG -  - 3 BEND 4' H/R (.065) (MARINE GRADE),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","60""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-4ADA,4' 3-BEND - ADA,S.R. Smith,Deck Accessories,Rails,,3HR-4ADA -  - 4' 3-BEND - ADA,"3-Bend ADA Stair Rails come in a wide variety of lengths (ranging from 4' to 8') to accommodate almost any pool, and feature a 34"" height to meet ADA handrail guidelines.","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","60""",16 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48168/3-bend-ada-high-res.jpg,,,,
Yes,3HR-4ADA-MG,4' 3-BEND - ADA (MARINE GRADE),S.R. Smith,Deck Accessories,Rails,,3HR-4ADA-MG -  - 4' 3-BEND - ADA (MARINE GRADE),"3-Bend ADA Stair Rails come in a wide variety of lengths (ranging from 4' to 8') to accommodate almost any pool, and feature a 34"" height to meet ADA handrail guidelines.","Tubing: 1.90"". OD Wall thickness: .065"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","60""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48168/3-bend-ada-high-res.jpg,,,,
Yes,3HR-5.5-049,"3 BEND 5' 6"" H/R (.049)",S.R. Smith,Deck Accessories,Rails,,"3HR-5.5-049 -  - 3 BEND 5' 6"" H/R (.049)","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. ",8.40671E+11,"2""","42""","78""",12 lbs,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5.5-049-1,"3 BEND 5' 6"" H/R (.049) W/1' EXT",S.R. Smith,Deck Accessories,Rails,,"3HR-5.5-049-1 -  - 3 BEND 5' 6"" H/R (.049) W/1' EXT","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. ",8.40671E+11,"2""","42""","90""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5.5-049-MG,"3 BEND 5' 6"" H/R (.049) (MARINE GRADE)",S.R. Smith,Deck Accessories,Rails,,"3HR-5.5-049-MG -  - 3 BEND 5' 6"" H/R (.049) (MARINE GRADE)","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","78""",12 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5.5-065,"3 BEND 5'6"" H/R (.065)",S.R. Smith,Deck Accessories,Rails,,"3HR-5.5-065 -  - 3 BEND 5'6"" H/R (.065)","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","78""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5.5-065-1,"3 BEND 5'6"" H/R W/1' EXT",S.R. Smith,Deck Accessories,Rails,,"3HR-5.5-065-1 -  - 3 BEND 5'6"" H/R W/1' EXT","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","90""",17 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5.5-065-1MG,"3 BEND 5'6"" H/R W/1' EXT (MARINE GRADE)",S.R. Smith,Deck Accessories,Rails,,"3HR-5.5-065-1MG -  - 3 BEND 5'6"" H/R W/1' EXT (MARINE GRADE)","3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","90""",17 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5.5ADA,5.5' 3-BEND - ADA,S.R. Smith,Deck Accessories,Rails,,3HR-5.5ADA -  - 5.5' 3-BEND - ADA,"3-Bend ADA Stair Rails come in a wide variety of lengths (ranging from 4' to 8') to accommodate almost any pool, and feature a 34"" height to meet ADA handrail guidelines.","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","78""",20 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48168/3-bend-ada-high-res.jpg,,,,
Yes,3HR-5.5ADA-MG,5.5' 3-BEND - ADA (MARINE GRADE),S.R. Smith,Deck Accessories,Rails,,3HR-5.5ADA-MG -  - 5.5' 3-BEND - ADA (MARINE GRADE),"3-Bend ADA Stair Rails come in a wide variety of lengths (ranging from 4' to 8') to accommodate almost any pool, and feature a 34"" height to meet ADA handrail guidelines.","Tubing: 1.90"". OD Wall thickness: .065"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","78""",20 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48168/3-bend-ada-high-res.jpg,,,,
Yes,3HR-5-049,3 BEND 5' H/R (.049),S.R. Smith,Deck Accessories,Rails,,3HR-5-049 -  - 3 BEND 5' H/R (.049),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. ",8.40671E+11,"2""","42""","72""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1,3 BEND 5' H/R (.049) W/1' EXT,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1 -  - 3 BEND 5' H/R (.049) W/1' EXT,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. ",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1-MG,3 BEND 5' H/R (.049) W/1' EXT (MARINE GRADE),S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1-MG -  - 3 BEND 5' H/R (.049) W/1' EXT (MARINE GRADE),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1-PW,3 BEND 5' H/R W/1' EXT PWDR COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1-PW -  - 3 BEND 5' H/R W/1' EXT PWDR COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in white. ",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1-TP,3 BEND 5' H/R W/1' EXT PWDR COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1-TP -  - 3 BEND 5' H/R W/1' EXT PWDR COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in taupe. ",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1-VG,3 BEND 5' H/R W/1' EXT VINYL COAT GRAY-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1-VG -  - 3 BEND 5' H/R W/1' EXT VINYL COAT GRAY-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Gray.",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1-VT,3 BEND 5' H/R W/1' EXT VINYL COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1-VT -  - 3 BEND 5' H/R W/1' EXT VINYL COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Taupe.",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-1-VW,3 BEND 5' H/R W/1' EXT VINYL COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-1-VW -  - 3 BEND 5' H/R W/1' EXT VINYL COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in White.",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-2,3 BEND 5' H/R (.049) W/1' EXT ON BOTH ENDS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-2 -  - 3 BEND 5' H/R (.049) W/1' EXT ON BOTH ENDS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. ",8.40671E+11,"2""","42""","84""",13 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-MG,3 BEND 5' H/R (.049) (MARINE GRADE),S.R. Smith,Deck Accessories,Rails,,3HR-5-049-MG -  - 3 BEND 5' H/R (.049) (MARINE GRADE),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 316L Marine Grade. ",8.40671E+11,"2""","42""","72""",11 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-PW,3 BEND 5' H/R (.049) PWDR COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-PW -  - 3 BEND 5' H/R (.049) PWDR COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in white. ",8.40671E+11,"2""","42""","72""",14 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-TP,3 BEND 5' H/R (.049) PWDR COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-TP -  - 3 BEND 5' H/R (.049) PWDR COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in Taupe. ",8.40671E+11,"2""","42""","72""",14 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-VG,3 BEND 5' H/R (.049) VINYL COAT GRAY-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-VG -  - 3 BEND 5' H/R (.049) VINYL COAT GRAY-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Powder coated in Gray.",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-VT,3 BEND 5' H/R (.049) VINYL COAT TAUPE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-VT -  - 3 BEND 5' H/R (.049) VINYL COAT TAUPE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in Taupe.",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-049-VW,3 BEND 5' H/R (.049) VINYL COAT WHITE-W/ESCUTCHEONS,S.R. Smith,Deck Accessories,Rails,,3HR-5-049-VW -  - 3 BEND 5' H/R (.049) VINYL COAT WHITE-W/ESCUTCHEONS,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .049"". Type: 304. Vinyl coated in White.",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-065,3 BEND 5' H/R (.065),S.R. Smith,Deck Accessories,Rails,,3HR-5-065 -  - 3 BEND 5' H/R (.065),"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","72""",15 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
Yes,3HR-5-065-1,3 BEND 5' H/R W/1' EXT,S.R. Smith,Deck Accessories,Rails,,3HR-5-065-1 -  - 3 BEND 5' H/R W/1' EXT,"3-Bend Stair Rails come in a wide variety of lengths to accommodate almost any pool. Constructed of stainless steel, these rails can also be powder coated for additional protection. ","Tubing: 1.90"". OD Wall thickness: .065"". Type: 304. ",8.40671E+11,"2""","42""","84""",17 lbs.,,3 Year Limited Warranty. Read more at:http://www.srsmith.com/en/customer-service/warranty-information/,http://www.srsmith.com/media/48231/3-bend_stair_rail-w.jpg,,,,
