•ÈÀoperation,sku,upc,item_name,Error Codes,Error Descriptions,Warning Codes,Warning Descriptions,our_price,our_price_UOM,product_type,product_description,brand_name,Webstore Categories,platinum_keywords,RestockDate,are_batteries_included,batteries_required,battery_type_9v,battery_type_a,battery_type_aa,battery_type_aaa,battery_type_c,battery_type_cr123a,battery_type_cr2,battery_type_cr5,battery_type_d,battery_type_lithium_ion,battery_type_lithium_metal,battery_type_p76,battery_type_product_specific,bullet_point,can_be_giftmessaged,can_be_giftwrapped,color_map,color_name,country_of_origin,country_string,cpsia_cautionary_statement,custom_meta_description,custom_number_1,custom_number_2,custom_number_3,custom_number_4,custom_number_5,custom_page_title,custom_text_1,custom_text_10,custom_text_2,custom_text_3,custom_text_4,custom_text_5,custom_text_6,custom_text_7,custom_text_8,custom_text_9,discounted_price,discounted_price_UOM,discounted_price_end_date,discounted_price_start_date,ean,email_me_when_available,external_testing_certification,fulfilled_by_amazon,generic_keywords,hazmat_type,image_main,image_pt01,image_pt02,image_pt03,image_pt04,image_pt05,image_pt06,image_pt07,image_pt08,image_swch,is_discontinued_by_manufacturer,item_classification,item_display_depth,item_display_depth_UOM,item_display_diameter,item_display_diameter_UOM,item_display_height,item_display_height_UOM,item_display_length,item_display_length_UOM,item_display_weight,item_display_weight_UOM,item_display_width,item_display_width_UOM,item_height,item_height_UOM,item_length,item_length_UOM,item_package_quantity,item_type_keyword,item_weight,item_weight_UOM,item_width,item_width_UOM,list_price,list_price_UOM,lithium_battery_packaging,manufacturer,marketplace_search_indexability,marketplaces,material_type,matte_style,max_order_quantity,missing_keyset_reason,model,moisture_needs,number_of_lithium_ion_cells,number_of_lithium_metal_cells,number_of_pieces,occasion,offer_inventory_leadtime,offer_inventory_quantity,offering_condition,offering_condition_note,offering_end_date,offering_start_date,offering_subcondition,package_height,package_height_UOM,package_length,package_length_UOM,package_weight,package_weight_UOM,package_width,package_width_UOM,part_number,pattern_name,po_box_shipping_excluded,product_tax_code,release_date,size_name,specific_uses_keywords,specification_met,style_name,sunlight_exposure,sunset_climate_zone,suppressed_comparison_engine,target_audience_keywords,telling_page_indicator,thesaurus_attribute_keywords,thesaurus_subject_keywords,usda_hardiness_zone,variation_theme_id,volume_capacity_name,warranty_description,website_shipping_weight,website_shipping_weight_UOM
UPDATE,"""356550S""","""788379747251""",MTR PKG TB 3/4HP1SPL 1PH60HZ 115V 2SPW/SWTCH,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356550S, ASIN B008HLN25E, ('item_name' Merchant: 'MTR PKG TB 3/4HP1SPL 1PH60HZ 115V 2SPW/SWTCH' / Amazon: 'Pentair 356550S Black 3/4 HP Dual Speed Standard Through Bolt Motor with Switch Replacement Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '356550S' / Amazon: ''). The product_id provided with 356550S corresponds to ASIN B008HLN25E, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,190,USD,MISC_OTHER,MTR PKG TB 3/4HP1SPL 1PH60HZ 115V 2SPW/SWTCH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""356550S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355377S""","""788379747022""",MTR PKG W/SWTCH SQFL 1.5 HPF 2A 60HZ 2SP BLK 23,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355377S, ASIN B008HLMMXC, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 1.5 HPF 2A 60HZ 2SP BLK 23' / Amazon: 'Pentair 355377S Black 1-1/2 HP Standard Square Flange Motor Replacement Inground Pool and Spa Pump', 'part_number' Merchant: '355377S' / Amazon: ''). The product_id provided with 355377S corresponds to ASIN B008HLMMXC, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,360,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 1.5 HPF 2A 60HZ 2SP BLK 23,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,15,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:15Z,New,,,,,,,,,"""355377S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356435S""","""788379747183""",MTR PKG .25HP MAG NO BASE TB SAMPLE XK82584,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356435S, ASIN B008HZ6CT8, ('item_name' Merchant: 'MTR PKG .25HP MAG NO BASE TB SAMPLE XK82584' / Amazon: 'Pentair 356435S XK82584 25 HP Motor Package, Mag No Base TB Sample', 'part_number' Merchant: '356435S' / Amazon: ''). The product_id provided with 356435S corresponds to ASIN B008HZ6CT8, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,196,USD,MISC_OTHER,MTR PKG .25HP MAG NO BASE TB SAMPLE XK82584,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""356435S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356469S""","""788379830489""",MTR PKG TB 1.5HP 2SPL 1PH 60HZ 115 230V WO SWT,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356469S, ASIN B00DW5V2ES, ('item_name' Merchant: 'MTR PKG TB 1.5HP 2SPL 1PH 60HZ 115 230V WO SWT' / Amazon: 'PENTAIR WATER POOL AND SPA 356469S Motor Replacement Parts, 1.5 HP', 'part_number' Merchant: '356469S' / Amazon: ''). The product_id provided with 356469S corresponds to ASIN B00DW5V2ES, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,202,USD,MISC_OTHER,MTR PKG TB 1.5HP 2SPL 1PH 60HZ 115 230V WO SWT,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:16Z,New,,,,,,,,,"""356469S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356437S""","""788379830465""",MTR PKG TB 1HP CSA 1PH 60HZ 115V WO SWTCH,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356437S, ASIN B00DW5V2E8, ('item_name' Merchant: 'MTR PKG TB 1HP CSA 1PH 60HZ 115V WO SWTCH' / Amazon: 'PENTAIR WATER POOL AND SPA 356437S Motor Replacement Parts, 1 HP (Discontinued by Manufacturer)', 'part_number' Merchant: '356437S' / Amazon: ''). The product_id provided with 356437S corresponds to ASIN B00DW5V2E8, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,144,USD,MISC_OTHER,MTR PKG TB 1HP CSA 1PH 60HZ 115V WO SWTCH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""356437S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356440S""","""788379830472""",MTR PKG TB 1.5HP CSA 1PH 60HZ 115V WO SWTCH,,,,,196,USD,MISC_OTHER,MTR PKG TB 1.5HP CSA 1PH 60HZ 115V WO SWTCH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,19,LB,9.25,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:14Z,New,,,,,,,,,"""356440S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356626S""","""788379747305""",MTR PKG SQFL 1HPF 3PH 60HZ E 208 230 460V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356626S, ASIN B008HLN66Y, ('item_name' Merchant: 'MTR PKG SQFL 1HPF 3PH 60HZ E 208 230 460V ALMD' / Amazon: 'Pentair 356626S Almond 1 HP 3-Phase Single Speed Square Flange Motor Replacement Whisperflo Inground Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '356626S' / Amazon: ''). The product_id provided with 356626S corresponds to ASIN B008HLN66Y, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,259,USD,MISC_OTHER,MTR PKG SQFL 1HPF 3PH 60HZ E 208 230 460V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,27,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""356626S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355378S""","""788379747039""",MTR PKG W/SWTCH SQFL 2HPF 2.5A 60HZ 2SP BLK,8541,"Error Code: 8541, Marketplace: ; Description: SKU 355378S, ASIN B008HLMNR2, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 2HPF 2.5A 60HZ 2SP BLK' / Amazon: 'Pentair 355378S Black 2 HP Standard Square Flange Motor Replacement Inground Pool and Spa Pump', 'part_number' Merchant: '355378S' / Amazon: ''). The product_id provided with 355378S corresponds to ASIN B008HLMNR2, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,448,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 2HPF 2.5A 60HZ 2SP BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,23,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""355378S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356630S""","""788379747343""",MTR PKG W/SWTCH SQFL 1HPF 1.5A 60HZ 2SP ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356630S, ASIN B002NNGXJ4, ('item_name' Merchant: 'MTR PKG W/SWTCH SQFL 1HPF 1.5A 60HZ 2SP ALMD' / Amazon: 'Pentair 356630S Almond 1 HP 3-Phase Single Speed Square Flange Motor Replacement Inground Pool and Spa Pump', 'part_number' Merchant: '356630S' / Amazon: ''). The product_id provided with 356630S corresponds to ASIN B002NNGXJ4, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,299,USD,MISC_OTHER,MTR PKG W/SWTCH SQFL 1HPF 1.5A 60HZ 2SP ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,33,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""356630S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355704S""","""788379856809""",MTR PKG SQFL 5.0HPF 3PH 60HZ E 208 230 460V BLK,,,,,520,USD,MISC_OTHER,MTR PKG SQFL 5.0HPF 3PH 60HZ E 208 230 460V BLK,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,44.5,LB,9.25,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355704S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356628S""","""788379747329""",MTR PKG SQFL 2HPF 3PH,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356628S, ASIN B008HLN862, ('item_name' Merchant: 'MTR PKG SQFL 2HPF 3PH' / Amazon: 'Pentair 356628S Almond 2 HP 3-Phase Single Speed Square Flange Motor Replacement Whisperflo Inground Pool and Spa Pump', 'part_number' Merchant: '356628S' / Amazon: ''). The product_id provided with 356628S corresponds to ASIN B008HLN862, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,356,USD,MISC_OTHER,MTR PKG SQFL 2HPF 3PH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,36,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""356628S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356553S""","""788379747275""",MTR PKG 1.5HP THRUBLT 2SP,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356553S, ASIN B008HLN3QW, ('item_name' Merchant: 'MTR PKG 1.5HP THRUBLT 2SP' / Amazon: 'Pentair 356553S Black 1-1/2 HP Dual Speed Through Bolt Motor Replacement OptiFlo Aboveground Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '356553S' / Amazon: ''). The product_id provided with 356553S corresponds to ASIN B008HLN3QW, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,234,USD,MISC_OTHER,MTR PKG 1.5HP THRUBLT 2SP,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:14Z,New,,,,,,,,,"""356553S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356627S""","""788379788063""",MTR PKG SQFL 1.5 HPF 3PH,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356627S, ASIN B008HLN75O, ('item_name' Merchant: 'MTR PKG SQFL 1.5 HPF 3PH' / Amazon: 'Pentair 356627S Almond 1-1/2 HP 3-Phase Single Speed Square Flange Motor Replacement, Whisperflo Inground Pool and Spa Pump', 'part_number' Merchant: '356627S' / Amazon: ''). The product_id provided with 356627S corresponds to ASIN B008HLN75O, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,320,USD,MISC_OTHER,MTR PKG SQFL 1.5 HPF 3PH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,,,,,,,26,LB,,,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""356627S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""357063S""","""788379863579""",MTR PKG EQ 10HP 1PH 60HZ 230V,,,,,"2,650",USD,MISC_OTHER,MTR PKG EQ 10HP 1PH 60HZ 230V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,18,IN,26,IN,,,180,LB,17,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""357063S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356629S""","""788379747336""",MTR PKG SQFL 3.0HPF 3PH 60HZ E 208 230 460V ALMD,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356629S, ASIN B00772MYJ4, ('item_name' Merchant: 'MTR PKG SQFL 3.0HPF 3PH 60HZ E 208 230 460V ALMD' / Amazon: 'Pentair 356629S Almond 3 HP 3-Phase Single Speed Square Flange Motor Replacement Whisperflo Inground Pool and Spa Pump', 'part_number' Merchant: '356629S' / Amazon: ''). The product_id provided with 356629S corresponds to ASIN B00772MYJ4, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,429,USD,MISC_OTHER,MTR PKG SQFL 3.0HPF 3PH 60HZ E 208 230 460V ALMD,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,36,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:15Z,New,,,,,,,,,"""356629S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356551S""","""788379747268""",MTR PKG TB 1HP1.5SPL 1PH 60HZ 115V2SP,,,,,196,USD,MISC_OTHER,MTR PKG TB 1HP1.5SPL 1PH 60HZ 115V2SP,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,24,LB,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""356551S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""357065S""","""788379804701""",MTR PKG EQ 5HP 1PH 60HZ 230V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 357065S, ASIN B008HLNBU0, ('item_name' Merchant: 'MTR PKG EQ 5HP 1PH 60HZ 230V' / Amazon: 'Pentair 357065S 5 HP Single Phase Motor Replacement EQ-Series EQ500 Commercial Plastic Pool and Spa Pump (Discontinued by Manufacturer)', 'part_number' Merchant: '357065S' / Amazon: ''). The product_id provided with 357065S corresponds to ASIN B008HLNBU0, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"1,252",USD,MISC_OTHER,MTR PKG EQ 5HP 1PH 60HZ 230V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,15,IN,23,IN,,,94,LB,17,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""357065S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""357064S""","""788379804695""",MTR PKG EQ 3HP 1PH 60HZ 208 230V,8541,"Error Code: 8541, Marketplace: ; Description: SKU 357064S, ASIN B008HLNAYM, ('item_name' Merchant: 'MTR PKG EQ 3HP 1PH 60HZ 208 230V' / Amazon: 'Pentair 357064S 3 HP Single Phase Motor Replacement EQ-Series EQ300 Commercial Plastic Pool and Spa Pump', 'part_number' Merchant: '357064S' / Amazon: ''). The product_id provided with 357064S corresponds to ASIN B008HLNAYM, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,"1,239",USD,MISC_OTHER,MTR PKG EQ 3HP 1PH 60HZ 208 230V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,15,IN,23,IN,,,115,LB,17,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:12Z,New,,,,,,,,,"""357064S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""355398S""","""788379747091""",MTR PKG SQFL 3.0HPF 3PH,,,,,429,USD,MISC_OTHER,MTR PKG SQFL 3.0HPF 3PH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,35,LB,9.25,IN,,,,Pentair,,"www.amazon.com,www.allpoolspa.com",,,,,,,,,,,10,2,New,,,2014-10-03T19:31:11Z,New,,,,,,,,,"""355398S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""357067S""","""788379804718""",MTR PKG EQ 3HP 3PH 60HZ 208 230 460V,,,,,882,USD,MISC_OTHER,MTR PKG EQ 3HP 3PH 60HZ 208 230 460V,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,14,IN,22,IN,,,66,LB,14,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:13Z,New,,,,,,,,,"""357067S""",,,,,,,,,,,,,,,,,,,,,
UPDATE,"""356470S""","""788379830496""",MTR PKG TB 1/2HP 3/4SPL 1PH 60HZ 115V WO SWTCH,8541,"Error Code: 8541, Marketplace: ; Description: SKU 356470S, ASIN B00DW5V3OC, ('item_name' Merchant: 'MTR PKG TB 1/2HP 3/4SPL 1PH 60HZ 115V WO SWTCH' / Amazon: 'PENTAIR WATER POOL AND SPA 356470S Motor Replacement Parts, 0.5 HP', 'part_number' Merchant: '356470S' / Amazon: ''). The product_id provided with 356470S corresponds to ASIN B00DW5V3OC, but some of the information submitted contradicts information in the Amazon catalog. If your product is the same as this ASIN, please modify your product data to reflect the following Amazon catalog values and resubmit. If your product is different than the ASIN, please check that the product_id is correct. If it is correct, please contact Seller Support for proper resolution.Feed ID: 0 For details, see http://sellercentral.amazon.com/gp/errorcode/8541; ",,,143,USD,MISC_OTHER,MTR PKG TB 1/2HP 3/4SPL 1PH 60HZ 115V WO SWTCH,Pentair,Paragon Pool Supplies > Pentair > Pumps > Pump Units,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,base_product,,,,,,,,,,,,,11.5,IN,22.5,IN,,,,,9.25,IN,,,,Pentair,,www.allpoolspa.com,,,,,,,,,,,10,2,New,,,2014-10-03T19:31:17Z,New,,,,,,,,,"""356470S""",,,,,,,,,,,,,,,,,,,,,
